iso3,year,v2smgovdom,v2smpardom,v2smfordom,v2smgovab,v2smparab
CPV,2008,1.147,1.347,1.139,1.464,1.362
CPV,2009,1.147,1.347,1.139,1.464,1.362
CPV,2010,1.335,1.347,1.139,1.464,1.362
CPV,2011,1.335,1.347,1.139,1.464,1.362
CPV,2012,1.335,1.347,1.139,1.464,1.362
CPV,2013,1.335,1.347,1.139,1.464,1.362
CPV,2014,1.335,1.347,1.139,1.464,1.362
CPV,2015,1.335,1.347,1.139,1.464,1.362
CPV,2016,1.335,1.347,1.139,1.464,1.362
CPV,2017,1.335,1.347,1.139,1.464,1.362
CPV,2018,1.335,1.347,1.139,1.464,1.362
CPV,2019,1.335,1.347,1.139,1.464,1.362
CPV,2020,1.335,1.122,1.139,1.464,1.362
CPV,2021,1.335,1.122,1.139,1.464,1.362
CPV,2022,1.335,1.122,1.139,1.464,1.362
CPV,2023,1.335,1.122,1.139,1.464,1.362
CPV,2024,0.362,0.755,1.455,1.464,1.362
CPV,2025,0.362,0.755,1.973,1.464,1.362
CAF,2000,-1.407,-2.207,-0.242,0.148,-1.145
CAF,2001,-1.407,-2.207,-0.242,0.148,-1.145
CAF,2002,-1.407,-2.207,-1.38,0.148,-1.145
CAF,2003,-1.313,-2.207,-1.38,-0.096,-1.145
CAF,2004,-1.313,-2.207,-1.38,-0.096,-1.145
CAF,2005,-1.313,-2.207,-0.952,-0.096,-1.145
CAF,2006,-1.313,-2.207,-0.7,-0.096,-1.145
CAF,2007,-1.313,-2.207,-0.7,-0.096,-1.145
CAF,2008,-1.313,-2.207,-0.7,-0.096,-1.145
CAF,2009,-1.313,-2.207,-0.7,-0.096,-1.145
CAF,2010,-1.313,-2.207,-0.7,-0.096,-1.145
CAF,2011,-1.313,-2.207,-0.7,-0.096,-1.145
CAF,2012,-1.313,-2.499,-1.429,-0.79,-1.145
CAF,2013,-1.491,-2.499,-1.429,-1.088,-1.145
CAF,2014,-1.32,-2.172,-1.155,-0.822,-1.145
CAF,2015,-1.32,-1.628,-1.155,-0.476,-1.145
CAF,2016,-1.109,-1.628,-1.155,-0.179,-1.145
CAF,2017,-1.109,-1.628,-1.155,-0.492,-1.145
CAF,2018,-1.109,-1.628,-1.155,-0.492,-1.145
CAF,2019,-1.109,-1.217,-1.155,0.268,-0.959
CAF,2020,-1.603,-1.569,-2.061,-0.334,-1.166
CAF,2021,-1.246,-1.569,-2.061,-0.334,-1.166
CAF,2022,-1.998,-2.188,-1.951,-1.549,-1.943
CAF,2023,-2.534,-2.188,-1.951,-2.344,-1.943
CAF,2024,-2.534,-1.302,-1.951,-2.344,-1.294
CAF,2025,-2.098,-1.763,-2.292,-2.344,-1.581
CHL,2000,2.248,2.398,2.223,2.281,1.669
CHL,2001,2.248,2.398,2.223,2.281,1.669
CHL,2002,2.248,2.398,2.223,2.281,1.669
CHL,2003,2.248,2.398,2.223,2.281,1.669
CHL,2004,2.248,2.398,2.223,2.281,1.669
CHL,2005,2.248,2.398,2.223,2.281,1.669
CHL,2006,2.248,2.398,2.223,2.281,1.669
CHL,2007,2.248,2.398,2.223,2.281,1.669
CHL,2008,2.248,2.398,2.223,2.281,1.669
CHL,2009,1.975,2.024,2.223,1.954,1.669
CHL,2010,2.352,1.743,1.57,1.954,1.464
CHL,2011,2.352,1.743,1.57,1.954,1.144
CHL,2012,2.352,1.743,1.57,1.954,1.144
CHL,2013,2.352,1.743,1.57,1.954,1.144
CHL,2014,2.352,1.305,1.57,1.954,0.777
CHL,2015,2.352,1.305,1.57,1.954,0.777
CHL,2016,2.352,1.305,1.57,1.954,0.777
CHL,2017,2.352,1.305,1.405,1.954,0.777
CHL,2018,2.352,1.305,1.55,1.954,0.777
CHL,2019,0.655,1.21,1.482,1.044,0.736
CHL,2020,1.196,0.762,1.669,1.731,1.284
CHL,2021,1.377,0.731,1.981,1.731,0.61
CHL,2022,1.2,0.343,2.117,0.987,0.61
CHL,2023,0.924,0.343,2.117,1.14,0.61
CHL,2024,1.272,0.343,2.025,1.14,0.61
CHL,2025,0.952,0.343,1.649,1.14,0.61
CRI,2000,2.681,2.976,1.063,2.127,2.025
CRI,2001,2.681,2.976,1.063,2.127,2.025
CRI,2002,2.681,2.976,1.063,2.127,2.025
CRI,2003,2.681,2.976,1.063,2.127,2.025
CRI,2004,2.681,2.976,1.063,2.127,2.025
CRI,2005,2.681,2.976,1.063,2.127,2.025
CRI,2006,2.681,2.976,1.063,2.127,2.025
CRI,2007,2.681,2.976,1.063,2.127,2.025
CRI,2008,2.681,2.976,1.063,2.127,2.025
CRI,2009,2.681,2.976,1.063,2.127,2.025
CRI,2010,2.681,2.976,1.063,2.127,2.025
CRI,2011,2.681,2.976,1.063,2.127,2.025
CRI,2012,2.681,2.976,1.063,2.127,2.025
CRI,2013,2.681,2.976,1.063,2.127,2.025
CRI,2014,2.681,2.976,1.063,2.127,2.025
CRI,2015,2.681,2.976,1.063,2.127,2.025
CRI,2016,2.681,2.976,1.063,2.127,2.025
CRI,2017,2.681,2.976,1.063,2.127,2.025
CRI,2018,2.681,2.976,1.063,2.127,2.025
CRI,2019,2.681,2.038,1.063,2.127,1.559
CRI,2020,2.681,2.038,1.063,2.127,1.559
CRI,2021,2.083,2.573,1.147,2.127,1.559
CRI,2022,0.906,2.573,1.147,1.484,1.559
CRI,2023,0.425,2.573,1.357,1.247,1.559
CRI,2024,0.01,2.573,1.357,0.456,1.559
CRI,2025,-0.728,0.785,1.357,0.373,1.559
TLS,2000,1.369,0.457,1.057,1.053,-0.794
TLS,2001,1.369,0.457,1.057,1.053,-0.794
TLS,2002,1.369,0.457,1.057,1.053,-0.794
TLS,2003,1.072,0.457,1.057,1.053,-0.794
TLS,2004,1.072,0.457,1.057,1.053,-0.794
TLS,2005,1.072,0.457,1.057,1.053,-0.794
TLS,2006,1.072,0.824,1.057,1.053,-0.263
TLS,2007,1.072,1.435,1.057,1.053,0.545
TLS,2008,1.072,1.435,1.057,1.053,0.545
TLS,2009,1.072,1.435,1.057,1.053,0.545
TLS,2010,0.948,1.074,1.057,1.053,1.135
TLS,2011,0.948,0.967,1.057,1.053,1.135
TLS,2012,0.948,0.967,1.057,1.053,1.135
TLS,2013,0.948,1.669,0.8,1.053,1.135
TLS,2014,0.948,1.669,0.8,1.053,1.135
TLS,2015,0.948,1.669,0.8,1.053,1.135
TLS,2016,0.717,1.498,0.8,0.856,1.135
TLS,2017,0.717,1.35,0.896,0.71,1.135
TLS,2018,0.593,1.207,0.896,0.71,1.135
TLS,2019,0.716,1.473,0.745,1.055,1.033
TLS,2020,0.959,1.473,0.745,1.055,1.033
TLS,2021,0.959,1.473,0.745,1.055,1.033
TLS,2022,0.959,1.473,1.422,1.055,1.033
TLS,2023,0.959,1.473,1.213,1.055,1.457
TLS,2024,0.959,0.258,1.927,1.055,1.457
TLS,2025,0.959,0.258,1.522,1.055,1.457
ECU,2000,-0.405,-0.429,0.276,-0.802,-0.326
ECU,2001,-0.24,-0.269,0.618,-0.802,-0.035
ECU,2002,-0.24,-0.269,0.618,-0.413,-0.035
ECU,2003,-0.24,-0.772,0.618,-0.733,-0.329
ECU,2004,-0.5,-0.27,0.618,-0.733,-0.056
ECU,2005,-0.5,-0.27,0.618,-1.096,-0.332
ECU,2006,-0.454,-0.27,0.618,-0.962,-0.024
ECU,2007,-0.454,-0.426,0.534,-0.962,-0.27
ECU,2008,-0.648,-0.732,0.534,-1.129,-0.495
ECU,2009,-0.648,-0.433,0.534,-1.129,-0.261
ECU,2010,-0.769,-0.56,0.214,-1.23,-0.478
ECU,2011,-0.726,-0.296,0.523,-1.134,-0.273
ECU,2012,-0.726,-0.296,0.523,-1.134,-0.273
ECU,2013,-0.726,-0.713,0.523,-1.134,-0.273
ECU,2014,-0.726,-0.278,0.523,-1.035,-0.273
ECU,2015,-0.726,-0.278,0.523,-1.235,-0.273
ECU,2016,-0.77,-0.278,0.523,-1.127,-0.273
ECU,2017,-0.323,-0.798,0.523,-0.191,-0.373
ECU,2018,-0.217,-0.621,0.292,-0.277,-0.161
ECU,2019,-0.217,-0.621,0.292,-0.277,-0.161
ECU,2020,-0.217,-0.621,0.292,-0.648,-0.437
ECU,2021,-0.217,-0.621,0.292,-0.648,-0.437
ECU,2022,-0.217,-0.621,-0.08,-0.648,-0.436
ECU,2023,-0.217,-0.729,-0.32,-0.648,-0.713
ECU,2024,-0.732,-0.729,-0.32,-1.36,-0.531
ECU,2025,-0.154,0.136,-0.32,-0.225,-0.531
FRA,2000,1.656,1.579,0.705,1.263,0.811
FRA,2001,1.387,1.579,0.454,1.195,0.811
FRA,2002,1.387,1.579,0.454,1.195,0.811
FRA,2003,1.387,1.579,0.454,1.195,0.811
FRA,2004,1.387,1.579,0.454,1.195,0.811
FRA,2005,1.387,1.579,0.454,1.195,0.811
FRA,2006,1.387,1.579,0.454,1.195,0.811
FRA,2007,1.387,1.579,0.454,1.195,0.811
FRA,2008,1.387,1.579,0.454,1.195,0.811
FRA,2009,1.387,1.579,0.454,1.195,0.811
FRA,2010,1.387,1.579,0.454,1.195,0.811
FRA,2011,1.387,1.501,0.454,1.195,0.811
FRA,2012,1.387,1.501,0.454,1.195,0.811
FRA,2013,1.387,1.501,0.454,1.195,0.811
FRA,2014,1.387,1.501,0.372,1.195,0.811
FRA,2015,1.387,1.501,0.372,1.195,0.811
FRA,2016,1.387,1.501,0.372,1.195,0.811
FRA,2017,1.387,1.501,0.184,1.195,0.811
FRA,2018,1.387,1.391,0.26,1.195,0.743
FRA,2019,1.69,1.522,0.421,1.526,0.723
FRA,2020,1.333,1.453,0.421,1.526,0.723
FRA,2021,1.333,1.162,0.421,1.526,0.651
FRA,2022,1.611,1.162,-0.13,1.37,0.598
FRA,2023,1.283,1.162,-0.13,1.006,0.598
FRA,2024,1.541,1.162,-0.13,1.006,0.598
FRA,2025,1.541,1.162,-0.654,1.006,0.598
DEU,2000,2.909,2.24,-0.672,2.349,2.01
DEU,2001,2.909,2.24,-0.672,2.349,2.01
DEU,2002,2.909,2.24,-0.672,2.349,2.01
DEU,2003,2.909,2.24,-0.672,2.349,2.01
DEU,2004,2.909,2.24,-0.672,2.349,2.01
DEU,2005,2.909,2.24,-0.672,2.349,2.01
DEU,2006,2.909,2.072,-0.672,2.349,2.01
DEU,2007,2.909,2.072,-0.672,2.349,2.01
DEU,2008,2.909,2.072,-0.672,2.349,2.01
DEU,2009,2.909,2.072,-0.672,2.349,2.01
DEU,2010,2.909,1.942,-0.672,2.349,2.01
DEU,2011,2.909,1.942,-0.672,2.349,2.01
DEU,2012,2.909,1.942,-0.672,2.349,2.01
DEU,2013,2.909,1.942,-0.672,2.349,2.01
DEU,2014,2.909,1.942,-0.672,2.349,2.01
DEU,2015,2.909,1.248,-0.672,2.349,1.692
DEU,2016,2.909,1.149,-0.733,2.349,1.692
DEU,2017,2.366,1.149,-0.809,2.349,1.247
DEU,2018,2.366,1.149,-0.724,2.349,1.247
DEU,2019,2.366,1.149,-0.82,2.349,1.247
DEU,2020,2.366,0.728,-0.733,2.349,1.247
DEU,2021,2.366,1.305,0.163,2.349,1.247
DEU,2022,2.366,1.305,0.163,2.349,1.247
DEU,2023,2.366,1.305,0.163,2.349,1.247
DEU,2024,2.366,1.305,0.114,2.349,1.247
DEU,2025,2.366,2.054,0.117,2.349,1.047
GTM,2000,0.587,0.761,1.661,1.401,1.707
GTM,2001,0.587,0.761,1.661,1.401,1.524
GTM,2002,0.587,0.761,1.661,1.401,1.524
GTM,2003,0.587,0.761,1.661,1.401,1.524
GTM,2004,0.587,0.761,1.661,1.401,1.524
GTM,2005,0.587,0.761,1.661,1.401,1.524
GTM,2006,0.587,0.761,1.661,1.158,1.524
GTM,2007,0.587,0.761,1.452,1.158,1.524
GTM,2008,0.587,0.761,1.452,1.158,1.524
GTM,2009,0.587,0.761,1.452,1.158,1.524
GTM,2010,0.587,0.761,0.923,1.158,1.296
GTM,2011,0.587,0.761,0.923,1.158,1.296
GTM,2012,0.089,0.586,0.923,0.969,1.296
GTM,2013,0.089,0.166,0.923,0.969,1.082
GTM,2014,0.089,0.166,0.923,0.822,1.082
GTM,2015,-0.782,0.166,0.923,0.822,1.082
GTM,2016,-0.949,-0.108,0.923,0.102,0.761
GTM,2017,-0.949,-0.108,0.923,0.102,0.761
GTM,2018,-0.949,-0.108,0.923,-0.187,0.541
GTM,2019,-0.949,-0.261,0.923,-0.187,0.541
GTM,2020,-0.949,-0.002,1.42,-0.187,0.772
GTM,2021,-1.262,-0.702,1.495,-0.396,-0.028
GTM,2022,-1.755,-1.336,1.495,-1.571,-0.576
GTM,2023,-2.21,-1.125,1.928,-1.224,-0.037
GTM,2024,0.882,-0.969,1.928,1.383,-0.037
GTM,2025,0.882,-0.969,1.115,1.383,-0.037
IRN,2000,-1.0,-0.626,-1.103,-1.242,-0.438
IRN,2001,-1.0,-0.626,-1.103,-1.242,-0.438
IRN,2002,-1.0,-0.626,-1.103,-1.242,-0.438
IRN,2003,-1.0,-0.626,-1.103,-1.242,-0.438
IRN,2004,-1.0,-0.626,-1.103,-1.242,-0.438
IRN,2005,-1.19,-0.973,-1.299,-1.242,-0.805
IRN,2006,-1.19,-0.973,-1.299,-1.242,-0.978
IRN,2007,-1.19,-0.973,-1.299,-1.242,-0.978
IRN,2008,-1.19,-0.973,-1.299,-1.242,-0.978
IRN,2009,-1.19,-0.973,-1.299,-1.242,-0.978
IRN,2010,-1.612,-1.328,-1.214,-1.274,-1.193
IRN,2011,-1.612,-1.328,-1.214,-1.274,-1.193
IRN,2012,-1.612,-1.328,-1.214,-1.274,-1.193
IRN,2013,-1.612,-1.328,-1.214,-1.274,-1.193
IRN,2014,-1.471,-1.305,-1.214,-1.091,-1.053
IRN,2015,-1.471,-1.305,-1.214,-1.225,-1.053
IRN,2016,-1.471,-1.305,-1.214,-1.225,-1.053
IRN,2017,-1.471,-1.305,-1.558,-1.225,-1.053
IRN,2018,-1.471,-1.305,-2.123,-1.225,-1.053
IRN,2019,-1.485,-1.575,-2.585,-1.518,-1.374
IRN,2020,-1.648,-1.853,-2.585,-1.849,-1.743
IRN,2021,-1.948,-1.853,-2.592,-1.974,-1.679
IRN,2022,-2.143,-1.967,-2.058,-2.149,-1.949
IRN,2023,-2.267,-1.496,-2.517,-2.149,-2.096
IRN,2024,-2.267,-1.496,-2.517,-1.594,-1.849
IRN,2025,-2.267,-1.496,-2.55,-1.969,-1.849
IRQ,2000,-2.078,-1.533,-1.228,-1.799,-2.15
IRQ,2001,-2.078,-1.533,-1.228,-1.799,-2.15
IRQ,2002,-2.078,-1.533,-1.228,-1.799,-2.15
IRQ,2003,-0.817,-1.533,-1.543,-0.065,-1.173
IRQ,2004,-0.817,-1.323,-1.543,-0.065,-1.173
IRQ,2005,-0.817,-1.323,-1.543,-0.065,-1.173
IRQ,2006,-0.817,-1.323,-1.271,-0.065,-1.173
IRQ,2007,-0.817,-1.323,-1.271,-0.065,-1.173
IRQ,2008,-0.817,-1.323,-1.271,-0.065,-1.173
IRQ,2009,-0.817,-1.323,-2.04,-0.065,-1.173
IRQ,2010,-1.298,-1.434,-2.555,-0.615,-1.173
IRQ,2011,-1.298,-1.434,-2.029,-0.615,-1.173
IRQ,2012,-1.334,-1.434,-2.029,-0.678,-1.173
IRQ,2013,-1.334,-1.434,-2.029,-0.678,-1.173
IRQ,2014,-1.334,-1.434,-2.544,-0.678,-1.224
IRQ,2015,-1.233,-1.6,-2.036,-0.678,-1.224
IRQ,2016,-1.233,-1.6,-2.036,-0.678,-1.224
IRQ,2017,-1.233,-1.6,-2.036,-0.678,-1.224
IRQ,2018,-1.031,-1.6,-2.557,-0.417,-1.224
IRQ,2019,-1.573,-2.28,-2.557,-0.979,-1.224
IRQ,2020,-1.659,-2.128,-2.557,-0.979,-1.224
IRQ,2021,-1.605,-1.501,-2.557,-0.979,-1.66
IRQ,2022,-1.605,-1.501,-2.027,-0.979,-1.66
IRQ,2023,-1.483,-1.501,-2.027,-0.979,-1.66
IRQ,2024,-1.483,-0.693,-1.399,-0.71,-1.136
IRQ,2025,-1.483,-0.693,-1.434,-0.498,-1.136
IRL,2000,2.564,3.202,0.706,2.042,2.014
IRL,2001,2.564,3.202,0.706,2.042,2.014
IRL,2002,2.564,3.202,0.706,2.042,2.014
IRL,2003,2.564,3.202,0.706,2.042,2.014
IRL,2004,2.564,3.202,0.706,2.042,2.014
IRL,2005,2.564,3.202,0.706,2.042,2.014
IRL,2006,2.564,3.202,0.706,2.042,2.014
IRL,2007,2.564,3.202,0.706,2.042,2.014
IRL,2008,2.564,3.202,0.706,2.042,2.014
IRL,2009,2.564,3.202,0.706,2.042,2.014
IRL,2010,2.564,3.202,0.706,2.042,2.014
IRL,2011,2.564,2.697,0.706,2.042,2.014
IRL,2012,2.564,2.697,0.706,2.042,2.014
IRL,2013,2.564,2.697,0.706,2.042,1.53
IRL,2014,2.564,2.697,0.706,2.042,1.53
IRL,2015,2.564,2.326,0.432,2.042,1.53
IRL,2016,2.564,2.326,0.432,2.042,1.53
IRL,2017,2.053,2.326,0.432,2.042,1.53
IRL,2018,2.053,2.326,0.432,2.042,1.53
IRL,2019,2.053,1.98,0.432,2.042,1.53
IRL,2020,2.053,1.704,0.338,2.042,1.382
IRL,2021,2.053,2.089,0.596,2.042,1.507
IRL,2022,2.053,2.089,0.596,2.042,1.507
IRL,2023,2.053,2.089,0.596,2.042,1.507
IRL,2024,2.053,2.089,0.596,2.042,1.507
IRL,2025,2.053,2.089,0.596,2.042,1.507
ITA,2000,1.651,1.285,1.986,2.238,1.791
ITA,2001,1.651,1.285,1.986,2.238,1.791
ITA,2002,1.651,1.285,1.986,2.238,1.791
ITA,2003,1.651,1.285,1.986,2.238,1.791
ITA,2004,1.651,1.285,1.986,2.238,1.791
ITA,2005,1.651,1.285,1.986,2.238,1.791
ITA,2006,1.651,1.285,1.986,2.238,1.791
ITA,2007,1.651,1.285,1.986,2.238,1.791
ITA,2008,1.651,1.285,1.986,2.238,1.791
ITA,2009,1.651,1.285,1.986,2.238,1.791
ITA,2010,1.651,1.053,1.986,2.238,1.791
ITA,2011,1.505,1.053,1.847,2.268,1.717
ITA,2012,1.505,1.053,1.847,2.268,1.717
ITA,2013,1.505,0.873,1.388,2.268,1.441
ITA,2014,1.505,0.873,1.388,2.268,1.441
ITA,2015,1.505,0.873,1.388,2.268,1.441
ITA,2016,1.505,0.873,1.388,2.268,1.441
ITA,2017,1.505,0.873,1.082,2.268,1.441
ITA,2018,1.307,0.678,0.859,2.132,1.441
ITA,2019,1.094,0.787,1.066,1.934,1.301
ITA,2020,1.645,1.177,1.066,2.45,1.534
ITA,2021,1.645,1.21,1.066,2.45,1.534
ITA,2022,1.645,0.996,1.066,2.45,1.534
ITA,2023,1.645,1.094,1.066,1.201,0.937
ITA,2024,0.97,0.369,0.564,1.201,0.937
ITA,2025,0.729,0.369,0.124,1.144,0.745
JOR,2000,-0.742,0.235,0.246,1.003,0.496
JOR,2001,-0.742,0.235,0.246,1.003,0.496
JOR,2002,-0.742,0.235,0.246,1.003,0.496
JOR,2003,-0.742,0.235,0.246,1.003,0.496
JOR,2004,-0.742,0.235,0.246,1.003,0.496
JOR,2005,-0.742,0.235,0.246,1.003,0.496
JOR,2006,-0.742,0.235,0.246,1.003,0.496
JOR,2007,-0.742,0.235,0.246,1.003,0.496
JOR,2008,-0.742,0.235,0.246,1.003,0.496
JOR,2009,-0.742,0.235,0.246,1.003,0.496
JOR,2010,-1.254,0.235,0.246,1.003,0.496
JOR,2011,-1.305,0.235,0.202,0.772,0.496
JOR,2012,-1.305,0.235,0.202,0.772,0.496
JOR,2013,-1.305,0.235,0.202,0.772,0.496
JOR,2014,-1.305,0.235,0.202,0.772,0.496
JOR,2015,-1.305,0.235,0.019,0.772,0.496
JOR,2016,-1.305,0.235,0.019,0.772,0.496
JOR,2017,-1.305,0.235,0.019,0.772,0.496
JOR,2018,-1.305,0.235,0.019,0.772,0.496
JOR,2019,-1.365,0.344,-0.231,0.772,0.906
JOR,2020,-1.301,0.344,-0.04,1.074,0.906
JOR,2021,-1.301,0.575,-0.214,1.346,1.018
JOR,2022,-0.813,0.432,0.247,1.173,0.795
JOR,2023,-0.813,1.06,0.555,1.173,0.795
JOR,2024,-0.813,1.301,0.624,0.862,0.913
JOR,2025,-0.813,1.301,0.624,0.862,0.913
LVA,2000,2.226,1.748,-1.015,2.688,1.748
LVA,2001,2.226,1.748,-1.015,2.688,1.748
LVA,2002,2.226,1.748,-1.015,2.688,1.748
LVA,2003,2.226,1.748,-1.11,2.688,1.748
LVA,2004,2.226,1.748,-1.11,2.688,1.748
LVA,2005,2.226,1.355,-1.377,2.688,1.748
LVA,2006,2.226,1.355,-1.377,2.688,1.748
LVA,2007,2.226,1.355,-1.281,2.688,1.748
LVA,2008,1.848,1.355,-1.654,2.688,1.748
LVA,2009,1.848,1.355,-1.824,2.688,1.748
LVA,2010,2.26,1.355,-2.682,2.688,1.748
LVA,2011,2.93,1.355,-2.682,2.688,1.748
LVA,2012,2.93,1.355,-2.682,2.688,1.748
LVA,2013,2.93,1.355,-2.682,2.688,1.748
LVA,2014,2.93,1.093,-2.682,2.688,1.428
LVA,2015,2.93,1.093,-2.785,2.688,1.428
LVA,2016,2.93,1.093,-2.785,2.688,1.428
LVA,2017,2.93,1.093,-2.785,2.688,1.428
LVA,2018,2.93,1.093,-3.218,2.688,1.428
LVA,2019,2.93,1.093,-3.218,2.688,1.428
LVA,2020,2.93,0.774,-2.884,2.688,1.428
LVA,2021,2.93,1.085,-2.884,2.688,1.428
LVA,2022,2.93,1.085,-3.311,2.688,0.863
LVA,2023,2.93,0.748,-3.311,2.688,0.863
LVA,2024,2.93,0.748,-3.311,2.688,1.129
LVA,2025,2.93,0.748,-3.311,2.688,0.879
LSO,2000,0.063,0.87,1.217,0.551,-0.465
LSO,2001,0.063,0.87,1.217,0.551,-0.465
LSO,2002,0.063,0.87,1.217,0.551,-0.465
LSO,2003,0.063,0.87,1.217,0.551,-0.465
LSO,2004,0.063,0.87,1.217,0.551,-0.465
LSO,2005,0.063,0.87,1.217,0.551,-0.465
LSO,2006,0.063,0.87,1.217,0.551,-0.465
LSO,2007,0.063,0.87,1.217,0.551,-0.465
LSO,2008,0.063,0.87,1.217,0.551,-0.465
LSO,2009,0.063,0.87,1.217,0.551,-0.465
LSO,2010,0.238,0.87,1.7,0.551,-0.465
LSO,2011,0.238,0.87,1.7,0.551,-0.465
LSO,2012,0.238,0.87,1.7,0.551,-0.465
LSO,2013,0.238,0.112,1.7,0.551,-0.722
LSO,2014,0.238,0.112,1.7,0.551,-0.722
LSO,2015,0.238,0.112,1.7,0.551,-0.722
LSO,2016,0.238,0.112,1.7,0.551,-0.722
LSO,2017,0.238,0.112,1.7,0.551,-0.722
LSO,2018,0.238,0.112,1.7,0.551,-0.722
LSO,2019,0.238,-0.14,1.149,0.424,-0.931
LSO,2020,0.238,-0.14,1.149,0.424,-0.931
LSO,2021,0.058,0.266,1.149,0.252,-0.931
LSO,2022,-0.061,0.253,1.149,0.492,-0.179
LSO,2023,-0.076,0.253,1.149,0.492,-0.179
LSO,2024,-0.142,0.253,1.149,0.33,-0.345
LSO,2025,-0.142,0.253,1.149,0.33,0.31
LBR,2000,1.115,1.565,1.212,1.457,0.87
LBR,2001,1.115,1.565,1.212,1.457,0.87
LBR,2002,1.115,1.565,1.212,1.457,0.87
LBR,2003,1.115,1.565,1.395,1.457,0.87
LBR,2004,1.115,1.565,1.395,1.457,0.87
LBR,2005,0.954,1.405,0.979,1.37,0.71
LBR,2006,0.954,1.405,0.979,1.37,0.71
LBR,2007,0.954,1.405,0.979,1.37,0.71
LBR,2008,0.954,1.405,0.979,1.37,0.71
LBR,2009,0.954,1.405,0.979,1.37,0.71
LBR,2010,0.954,1.405,0.979,0.938,0.71
LBR,2011,0.954,1.405,0.979,0.938,0.71
LBR,2012,0.954,1.405,0.979,0.938,0.71
LBR,2013,0.954,1.405,0.979,0.938,0.71
LBR,2014,0.954,1.405,0.979,0.938,0.71
LBR,2015,0.954,1.405,0.979,0.938,0.71
LBR,2016,0.954,1.405,0.979,0.938,0.71
LBR,2017,0.457,0.32,0.979,0.863,0.71
LBR,2018,-0.457,0.233,0.979,0.797,0.56
LBR,2019,-0.449,0.561,0.979,0.797,0.56
LBR,2020,-0.449,1.327,1.548,1.15,0.56
LBR,2021,-0.449,1.327,1.548,1.15,0.56
LBR,2022,-0.449,1.327,1.548,1.15,0.56
LBR,2023,-0.449,1.327,1.548,1.504,0.56
LBR,2024,-0.449,1.327,1.548,1.144,0.56
LBR,2025,-0.449,1.327,0.111,1.144,0.56
MWI,2000,1.278,0.934,1.829,1.298,-0.911
MWI,2001,1.278,0.886,1.829,1.298,-0.911
MWI,2002,1.278,0.933,1.829,1.298,-0.911
MWI,2003,1.278,0.885,1.829,1.298,-0.911
MWI,2004,1.278,0.885,1.829,1.298,-0.911
MWI,2005,1.278,0.859,1.829,1.298,-0.911
MWI,2006,1.278,0.859,1.829,1.298,-0.911
MWI,2007,1.278,0.859,1.829,1.298,-0.911
MWI,2008,1.278,0.477,1.829,1.298,-0.935
MWI,2009,1.091,0.477,1.829,1.298,-0.935
MWI,2010,0.862,0.303,1.829,1.241,-1.209
MWI,2011,0.709,0.303,1.829,1.241,-1.209
MWI,2012,0.709,0.303,1.829,1.241,-1.209
MWI,2013,1.175,0.303,1.829,1.241,-1.209
MWI,2014,1.175,0.303,1.829,1.241,-1.209
MWI,2015,0.981,0.303,1.829,0.934,-0.751
MWI,2016,1.095,0.303,1.829,0.934,-0.751
MWI,2017,1.095,0.351,2.358,0.934,-1.0
MWI,2018,1.095,0.374,2.358,0.934,-0.875
MWI,2019,0.658,0.368,2.454,1.055,-1.141
MWI,2020,0.611,0.363,2.454,1.932,-1.097
MWI,2021,0.649,0.417,1.258,0.851,-0.74
MWI,2022,0.709,0.068,1.82,1.565,-1.08
MWI,2023,0.709,0.102,1.677,1.033,-0.925
MWI,2024,-0.346,-0.039,2.289,1.767,-1.405
MWI,2025,0.265,-0.285,1.504,0.792,-1.549
MDV,2000,0.088,0.469,1.207,0.123,-1.276
MDV,2001,0.088,0.469,1.207,0.123,-1.276
MDV,2002,0.088,0.469,1.207,0.123,-1.276
MDV,2003,0.088,0.469,1.207,0.123,-1.276
MDV,2004,0.088,0.469,1.207,0.123,-1.276
MDV,2005,0.088,0.469,1.207,0.123,-1.276
MDV,2006,0.088,0.469,1.207,0.123,-1.276
MDV,2007,0.088,0.469,1.207,0.123,-1.276
MDV,2008,1.844,0.736,1.207,1.693,-1.276
MDV,2009,1.844,0.736,1.207,2.186,-0.717
MDV,2010,1.844,0.736,1.207,2.475,-0.717
MDV,2011,1.844,0.736,1.207,2.475,-0.717
MDV,2012,-1.684,-1.624,1.207,-1.127,-2.336
MDV,2013,-1.758,-1.624,1.207,-1.244,-2.336
MDV,2014,-1.173,-0.648,1.207,-0.863,-1.23
MDV,2015,-1.173,-0.648,1.207,-0.863,-1.23
MDV,2016,-1.173,-0.648,1.207,-0.863,-1.23
MDV,2017,-1.173,-0.648,1.207,-0.863,-1.23
MDV,2018,-0.242,-0.648,1.207,-0.225,-1.23
MDV,2019,0.658,-0.252,1.207,1.137,-0.636
MDV,2020,0.776,-0.252,1.207,1.137,-0.984
MDV,2021,1.087,-0.252,0.952,1.335,-0.984
MDV,2022,1.853,-0.245,1.391,1.335,0.251
MDV,2023,0.528,-0.245,0.55,0.739,0.142
MDV,2024,0.528,-0.245,0.55,0.739,1.427
MDV,2025,0.528,-0.245,0.55,0.739,0.962
MNG,2000,0.904,1.026,-0.139,1.556,0.502
MNG,2001,0.904,1.026,-0.139,1.556,0.502
