q0.1,q0.25,q0.5,q0.75,q0.9
-1.1717905508683801,-1.1292940817758312,-1.165624099669213,-1.367953573338245,-1.5665815023123022
0.4361985346531276,0.20888745229160624,0.43786023445199457,0.44631245980507556,-0.17379299993642383
0.5966904236364082,0.5445510579405932,0.7829844413964986,0.5770495927218217,0.19367467073092715
0.3375742469201687,0.21926340737519978,0.3592011421668561,0.02509220312349416,0.07457196574836454
-0.8239513791829804,-0.7821699083095089,-0.7793672950093556,-0.8965611096461379,-1.0701821081868037
-0.26667030026019123,-0.1821362394299048,-0.1996775045727411,-0.3794789637851254,-0.8184637800465135
-0.4615731898922937,-0.6345299697203926,-0.5019660268694641,-0.4656843910542962,-0.5518141729946023
-0.7415795878950424,-0.513976750345303,-0.3529523444985292,-0.48294597725404986,-1.0628197264383903
0.31182297561529726,0.1897206715280692,0.10771712334508671,0.08242782760540529,-0.12782630318411553
0.16688331205622514,-0.2095288303699164,-0.1816269099480665,-0.2876209259663579,-0.5031968912699685
-0.09659139484568764,-0.034940069252400924,-0.026980555967483635,-0.16166472037675048,-0.2952817920973187
-0.03699265239929605,-0.4657478113351445,-0.3537276185895165,-0.3456487632719457,-0.6234549594522492
-0.7366848749972986,-0.6011546422015903,-0.6081397822930285,-0.7386206053106293,-1.3141816915043116
-0.9361886173915768,-0.9728502597846692,-1.0913496637556397,-1.0861522509771906,-1.3733314230524212
-1.724734466828552,-1.6449271529977405,-1.7223602157629143,-1.747397764634112,-2.0281259629881045
-0.6197784257435099,-0.5708658556296612,-0.33099791733385486,-0.4566991616653478,-0.7780261340308168
-0.5581432710297537,-0.7227837837608314,-0.16569264266219497,-0.2334319661235987,-0.1189273809320059
-0.3562357226605121,-0.6459537525262489,-0.41248542131675947,-0.6990227584855258,-0.9751347054484463
-1.053339511874973,-1.0053089359295424,-1.0117963537658063,-1.3283652619781006,-1.5479549717961207
0.2981354278827205,0.038314354663213646,0.057987586714035935,0.04275544492859727,-0.00361184618823675
-0.4246824869895054,-0.49974575002492294,-0.508972984013367,-0.6617831801722339,-1.0029424121727888
-0.5499032618326721,-0.5137160168098726,-0.49257070592443597,-0.8874673091548675,-0.7960280963720131
